BIB_NO,Gender,Event,Time,Status
2026,M,메디오폰도,04:04:22,
2027,M,그란폰도,05:55:01,
2028,M,메디오폰도,04:29:24,
2031,M,그란폰도,,DNF
2032,F,메디오폰도,04:19:08,
2033,M,그란폰도,05:44:36,
2035,F,그란폰도,05:54:57,
2036,M,메디오폰도,05:25:12,
2037,M,그란폰도,05:59:00,
2038,M,메디오폰도,04:51:34,
2039,M,그란폰도,04:31:29,
2040,M,그란폰도,,DNF
2041,M,그란폰도,06:16:55,
2043,M,그란폰도,05:57:49,
2044,M,메디오폰도,03:29:34,
2045,M,메디오폰도,04:35:33,
2048,M,그란폰도,,DNF
2049,M,그란폰도,06:28:07,
2051,M,그란폰도,06:07:23,
2053,M,그란폰도,05:48:23,
2054,F,그란폰도,04:32:46,
2055,M,그란폰도,05:24:26,
2056,M,그란폰도,04:57:38,
2057,M,그란폰도,04:44:28,
2058,F,메디오폰도,04:43:31,
2059,M,그란폰도,04:21:35,
2060,M,그란폰도,05:00:40,
2062,M,메디오폰도,04:34:04,
2063,M,메디오폰도,03:54:30,
2065,F,메디오폰도,04:03:15,
2066,M,그란폰도,05:50:44,
2067,M,메디오폰도,04:23:19,
2068,M,그란폰도,04:58:59,
2070,M,그란폰도,06:37:22,
2071,M,그란폰도,05:35:18,
2073,M,그란폰도,04:37:20,
2074,M,그란폰도,03:55:40,
2075,M,그란폰도,05:45:25,
2076,M,메디오폰도,03:20:40,
2077,M,그란폰도,06:26:55,
2078,M,그란폰도,05:18:32,
2079,M,그란폰도,06:20:35,
2083,F,그란폰도,06:23:45,
2086,M,그란폰도,04:10:57,
2087,M,그란폰도,05:23:34,
2088,M,메디오폰도,04:05:31,
2089,M,그란폰도,05:30:04,
2090,M,그란폰도,06:12:42,
2091,M,그란폰도,04:55:28,
2093,M,그란폰도,06:15:38,
2094,M,그란폰도,05:57:46,
2096,M,그란폰도,05:50:02,
2098,M,메디오폰도,03:26:25,
2099,M,메디오폰도,04:04:07,
2100,M,메디오폰도,05:07:35,
2101,M,그란폰도,05:39:52,
2102,M,메디오폰도,03:39:37,
2104,M,그란폰도,04:58:17,
2105,M,그란폰도,04:32:55,
2106,M,메디오폰도,03:46:54,
2107,M,그란폰도,05:33:02,
2108,M,그란폰도,04:55:27,
2109,M,메디오폰도,04:39:55,
2110,M,메디오폰도,04:01:02,
2112,M,그란폰도,05:41:11,
2113,M,그란폰도,04:19:03,
2114,M,그란폰도,05:52:59,
2115,M,그란폰도,06:25:58,
2119,M,메디오폰도,05:04:48,
2121,M,그란폰도,,DNF
2122,M,메디오폰도,04:12:42,
2123,M,메디오폰도,03:54:58,
2124,M,그란폰도,05:38:50,
2126,M,그란폰도,06:10:06,
2127,M,메디오폰도,03:55:00,
2128,M,그란폰도,06:36:27,
2129,M,메디오폰도,03:55:19,
2130,M,그란폰도,06:30:30,
2135,F,그란폰도,05:26:25,
2136,M,그란폰도,05:47:49,
2137,M,그란폰도,06:58:26,
2140,M,메디오폰도,04:35:11,
2141,M,그란폰도,04:05:28,
2142,M,그란폰도,05:41:36,
2143,M,그란폰도,06:13:29,
2145,M,그란폰도,06:31:45,
2146,M,그란폰도,06:43:04,
2147,M,그란폰도,06:11:05,
2148,M,메디오폰도,02:31:00,
2149,M,메디오폰도,03:54:55,
2151,M,메디오폰도,04:13:54,
2152,M,메디오폰도,03:58:13,
2153,M,그란폰도,05:08:03,
2156,M,그란폰도,05:35:11,
2157,M,메디오폰도,04:41:41,
2159,M,메디오폰도,04:43:49,
2160,M,그란폰도,05:44:22,
2161,M,그란폰도,05:16:16,
2165,M,그란폰도,05:45:26,
2168,M,메디오폰도,03:43:25,
2169,M,그란폰도,06:33:16,
2170,M,그란폰도,05:57:59,
2171,M,그란폰도,05:40:08,
2172,M,그란폰도,05:07:36,
2174,M,그란폰도,04:37:47,
2175,M,그란폰도,05:21:29,
2176,F,메디오폰도,03:55:09,
2178,M,메디오폰도,04:18:55,
2179,M,메디오폰도,04:18:22,
2182,M,그란폰도,04:53:42,
2183,M,그란폰도,05:51:23,
2184,M,메디오폰도,04:49:29,
2185,M,그란폰도,05:08:27,
2186,M,메디오폰도,03:11:26,
2189,M,그란폰도,04:54:56,
2191,M,그란폰도,06:09:04,
2192,M,그란폰도,05:21:18,
2194,M,그란폰도,04:52:30,
2195,M,그란폰도,06:30:31,
2196,M,그란폰도,,DNF
2197,M,그란폰도,06:08:09,
2198,F,그란폰도,05:08:30,
2201,M,그란폰도,05:51:12,
2203,M,그란폰도,06:53:02,
2204,M,메디오폰도,02:54:53,
2206,M,메디오폰도,04:40:43,
2207,M,그란폰도,06:06:46,
2208,M,메디오폰도,03:44:30,
2210,M,메디오폰도,04:25:41,
2211,M,그란폰도,06:11:53,
2212,M,그란폰도,05:50:05,
2213,M,그란폰도,05:28:19,
2214,M,그란폰도,04:51:32,
2216,M,그란폰도,04:59:19,
2217,M,그란폰도,04:34:22,
2218,M,그란폰도,05:52:46,
2219,M,그란폰도,06:24:08,
2220,M,그란폰도,05:06:45,
2221,M,메디오폰도,04:03:50,
2222,M,그란폰도,05:07:10,
2223,F,그란폰도,06:12:21,
2224,M,메디오폰도,04:56:49,
2227,M,그란폰도,05:29:35,
2228,M,그란폰도,06:26:44,
2229,M,그란폰도,05:25:31,
2231,M,그란폰도,05:59:09,
2232,M,그란폰도,05:31:34,
2233,M,그란폰도,06:00:00,
2234,M,그란폰도,05:37:46,
2236,M,그란폰도,05:06:45,
2237,M,그란폰도,04:17:56,
2238,M,그란폰도,05:43:47,
2240,M,그란폰도,05:14:01,
2241,M,그란폰도,04:43:43,
2242,M,그란폰도,05:01:55,
2244,M,메디오폰도,03:55:40,
2245,M,메디오폰도,05:08:05,
2246,F,그란폰도,05:09:23,
2247,M,그란폰도,06:50:24,
2249,M,그란폰도,05:11:40,
2250,M,메디오폰도,04:39:53,
2252,M,그란폰도,05:31:14,
2253,F,메디오폰도,04:39:20,
2255,M,그란폰도,04:35:03,
2257,M,메디오폰도,03:04:57,
2259,M,그란폰도,05:17:13,
2260,M,그란폰도,04:50:47,
2262,M,그란폰도,06:03:52,
2263,M,그란폰도,04:08:30,
2266,M,그란폰도,04:33:39,
2267,M,그란폰도,05:48:50,
2268,M,그란폰도,05:22:30,
2271,F,메디오폰도,04:08:30,
2273,M,그란폰도,05:55:44,
2274,M,그란폰도,05:26:31,
2275,M,그란폰도,,DNF
2276,M,메디오폰도,03:52:54,
2277,M,그란폰도,05:34:32,
2279,M,그란폰도,05:44:04,
2280,F,메디오폰도,04:10:12,
2283,M,메디오폰도,05:20:14,
2284,M,그란폰도,05:46:04,
2285,M,그란폰도,05:45:31,
2286,M,그란폰도,05:10:21,
2287,M,그란폰도,05:09:31,
2288,M,메디오폰도,04:48:05,
2289,M,그란폰도,06:01:33,
2294,M,메디오폰도,04:01:36,
2295,M,그란폰도,04:27:28,
2296,M,그란폰도,05:04:06,
2298,M,그란폰도,05:17:27,
2299,M,그란폰도,05:50:02,
2300,M,그란폰도,04:28:07,
2301,M,그란폰도,04:41:25,
2302,M,메디오폰도,04:24:50,
2304,M,메디오폰도,03:45:37,
2305,M,메디오폰도,02:51:52,
2306,M,그란폰도,06:23:34,
2307,M,그란폰도,06:38:28,
2309,M,메디오폰도,04:23:04,
2311,M,그란폰도,04:12:10,
2312,M,그란폰도,05:40:12,
2313,M,그란폰도,05:27:06,
2314,M,그란폰도,05:40:08,
2316,M,그란폰도,04:27:59,
2317,M,그란폰도,05:35:44,
2318,M,메디오폰도,04:56:59,
2320,M,그란폰도,03:58:48,
2322,M,그란폰도,05:33:57,
2323,M,메디오폰도,03:29:37,
2326,M,그란폰도,03:48:24,
2327,F,그란폰도,04:59:49,
2328,M,그란폰도,06:22:51,
2330,M,메디오폰도,04:43:58,
2332,F,그란폰도,05:23:55,
2333,M,그란폰도,05:55:44,
2334,M,그란폰도,04:32:56,
2337,M,메디오폰도,04:15:22,
2341,M,그란폰도,04:31:32,
2343,M,그란폰도,,DNF
2344,F,그란폰도,04:55:54,
2345,M,그란폰도,04:57:36,
2346,M,그란폰도,04:41:24,
2347,M,그란폰도,06:15:13,
2348,M,그란폰도,05:45:19,
2349,M,그란폰도,05:59:14,
2353,M,그란폰도,05:41:48,
2355,M,그란폰도,05:49:32,
2356,M,메디오폰도,04:18:22,
2357,F,그란폰도,06:38:13,
2358,M,메디오폰도,04:18:47,
2359,M,그란폰도,06:00:19,
2362,M,그란폰도,05:50:39,
2363,M,그란폰도,04:42:44,
2364,M,그란폰도,05:50:54,
2365,M,메디오폰도,04:11:32,
2367,M,그란폰도,05:54:33,
2368,M,메디오폰도,03:39:37,
2369,M,그란폰도,04:58:20,
2370,M,그란폰도,05:35:55,
2371,M,그란폰도,05:21:58,
2372,M,그란폰도,05:14:32,
2374,M,그란폰도,04:48:19,
2375,F,그란폰도,05:13:23,
2376,M,그란폰도,05:50:31,
2379,M,메디오폰도,04:11:46,
2380,F,그란폰도,05:23:31,
2382,M,그란폰도,05:30:29,
2383,M,그란폰도,06:22:37,
2384,M,메디오폰도,04:18:45,
2387,M,메디오폰도,04:08:38,
2388,M,그란폰도,05:40:47,
2390,M,그란폰도,06:12:45,
2393,M,그란폰도,05:31:55,
2394,M,메디오폰도,04:25:16,
2395,F,메디오폰도,03:46:59,
2396,M,메디오폰도,04:46:24,
2397,M,그란폰도,06:27:58,
2402,M,그란폰도,05:37:27,
2403,M,그란폰도,05:18:46,
2404,M,그란폰도,06:06:20,
2406,F,그란폰도,05:50:35,
2407,M,그란폰도,,DNF
2408,M,메디오폰도,04:46:05,
2409,M,메디오폰도,03:14:17,
2410,M,메디오폰도,03:54:24,
2411,M,메디오폰도,04:19:50,
2412,M,메디오폰도,03:55:23,
2413,M,메디오폰도,04:30:15,
2414,M,그란폰도,05:47:04,
2415,M,메디오폰도,04:16:57,
2416,M,그란폰도,04:59:26,
2417,M,그란폰도,05:41:43,
2418,M,그란폰도,05:46:51,
2419,M,그란폰도,06:10:27,
2420,M,그란폰도,04:46:26,
2421,F,메디오폰도,03:47:58,
2426,M,메디오폰도,03:55:32,
2428,M,메디오폰도,03:18:58,
2431,M,그란폰도,06:59:24,
2433,M,메디오폰도,03:27:27,
2434,M,그란폰도,04:57:31,
2435,M,그란폰도,06:43:47,
2436,M,그란폰도,05:13:48,
2438,M,그란폰도,05:56:28,
2439,M,그란폰도,05:58:43,
2440,M,메디오폰도,03:53:37,
2441,M,그란폰도,05:26:36,
2442,M,그란폰도,05:58:33,
2443,M,그란폰도,06:08:50,
2446,M,그란폰도,,DNF
2447,M,메디오폰도,04:02:33,
2448,F,메디오폰도,04:19:08,
2450,M,메디오폰도,04:47:04,
2451,M,그란폰도,04:58:20,
2452,M,그란폰도,06:15:31,
2453,M,메디오폰도,04:04:09,
2454,M,그란폰도,05:47:45,
2456,M,그란폰도,06:37:55,
2459,M,그란폰도,05:04:31,
2460,M,그란폰도,05:32:40,
2461,M,그란폰도,05:47:50,
2463,M,메디오폰도,04:39:51,
2464,M,메디오폰도,04:26:55,
2466,M,그란폰도,04:21:37,
2467,M,메디오폰도,03:48:03,
2468,M,메디오폰도,02:40:46,
2469,M,그란폰도,06:22:02,
2470,M,메디오폰도,05:01:02,
2471,M,메디오폰도,04:19:09,
2472,M,그란폰도,05:59:09,
2473,M,그란폰도,06:35:53,
2474,M,그란폰도,05:05:10,
2477,M,그란폰도,05:32:27,
2478,F,메디오폰도,03:50:52,
2479,M,그란폰도,04:48:03,
2480,M,메디오폰도,03:04:46,
2481,M,메디오폰도,04:02:59,
2482,M,메디오폰도,04:17:27,
2483,M,메디오폰도,03:21:45,
2484,M,그란폰도,05:44:06,
2485,M,그란폰도,04:23:55,
2486,M,그란폰도,04:08:54,
2487,M,그란폰도,04:18:18,
2489,M,그란폰도,05:38:26,
2490,M,메디오폰도,04:45:32,
2491,F,그란폰도,05:34:09,
2492,F,그란폰도,05:03:32,
2495,M,메디오폰도,04:30:30,
2496,M,메디오폰도,04:43:57,
2497,M,그란폰도,05:46:56,
2500,M,메디오폰도,04:17:41,
2501,M,그란폰도,05:17:56,
2503,M,메디오폰도,03:45:30,
2505,F,그란폰도,05:20:49,
2506,F,그란폰도,,DNF
2508,M,그란폰도,04:30:37,
2511,M,그란폰도,05:53:09,
2512,M,메디오폰도,04:34:20,
2514,M,메디오폰도,04:09:39,
2515,M,그란폰도,06:33:50,
2518,M,메디오폰도,05:16:36,
2521,M,메디오폰도,04:30:50,
2522,M,메디오폰도,03:38:31,
2523,M,그란폰도,06:10:45,
2524,M,메디오폰도,04:11:56,
2526,M,메디오폰도,04:23:16,
2527,M,그란폰도,04:52:06,
2528,M,그란폰도,05:59:56,
2529,M,그란폰도,06:06:38,
2530,M,그란폰도,04:34:30,
2531,M,메디오폰도,04:15:11,
2532,M,그란폰도,,DNF
2533,M,그란폰도,06:10:56,
2534,M,그란폰도,04:53:47,
2536,M,그란폰도,05:34:53,
2539,M,메디오폰도,04:02:14,
2540,M,메디오폰도,03:58:55,
2541,M,그란폰도,06:29:57,
2542,M,메디오폰도,03:53:56,
2543,M,메디오폰도,05:00:42,
2544,M,메디오폰도,05:11:59,
2545,M,그란폰도,06:33:32,
2547,M,그란폰도,06:12:08,
2549,M,그란폰도,05:03:45,
2550,M,그란폰도,05:59:43,
2552,M,메디오폰도,03:59:17,
2554,M,그란폰도,06:42:25,
2555,F,그란폰도,05:16:47,
2556,M,메디오폰도,04:03:55,
2557,M,메디오폰도,04:00:55,
2558,F,메디오폰도,04:46:35,
2559,M,그란폰도,06:31:58,
2561,M,그란폰도,,DNF
2562,M,그란폰도,05:50:50,
2563,F,그란폰도,05:42:53,
2565,M,그란폰도,06:23:42,
2566,M,메디오폰도,04:07:12,
2568,M,그란폰도,04:40:32,
2569,M,메디오폰도,04:07:34,
2570,M,그란폰도,06:06:40,
2571,M,메디오폰도,04:06:24,
2572,M,메디오폰도,04:22:58,
2575,M,그란폰도,05:56:40,
2576,M,그란폰도,06:28:18,
2577,M,그란폰도,05:22:24,
2578,M,그란폰도,04:41:06,
2579,F,메디오폰도,05:05:04,
2581,M,그란폰도,04:04:32,
2582,M,그란폰도,05:21:20,
2583,M,그란폰도,05:50:37,
2584,M,그란폰도,06:28:03,
2585,M,메디오폰도,03:58:55,
2586,F,메디오폰도,03:14:10,
2587,M,그란폰도,05:42:47,
2588,M,그란폰도,,DNF
2589,M,그란폰도,05:37:29,
2590,M,메디오폰도,04:34:33,
2591,M,그란폰도,03:50:42,
2592,M,그란폰도,05:04:59,
2593,M,메디오폰도,04:05:57,
2594,M,메디오폰도,04:53:49,
2595,M,메디오폰도,03:57:07,
2596,M,그란폰도,05:05:05,
2597,M,메디오폰도,03:47:37,
2598,M,메디오폰도,04:07:42,
2599,M,메디오폰도,04:46:53,
2601,M,그란폰도,05:20:51,
2602,M,그란폰도,05:47:26,
2603,M,그란폰도,03:55:35,
2604,M,그란폰도,04:12:11,
2605,M,메디오폰도,04:04:11,
3000,M,메디오폰도,03:24:09,
3001,M,메디오폰도,04:52:07,
3002,M,메디오폰도,05:34:01,
3003,M,메디오폰도,05:26:47,
3004,M,메디오폰도,03:13:24,
3005,F,메디오폰도,05:47:37,
3006,M,메디오폰도,04:05:22,
3008,M,메디오폰도,04:04:53,
3009,F,메디오폰도,03:42:13,
3010,M,메디오폰도,04:36:48,
3013,M,메디오폰도,03:46:46,
3014,M,메디오폰도,04:26:21,
3016,M,메디오폰도,04:09:36,
3017,M,메디오폰도,04:29:39,
3018,M,메디오폰도,04:58:40,
3019,M,메디오폰도,05:50:59,
3020,M,메디오폰도,04:02:23,
3021,M,메디오폰도,04:57:04,
3023,M,메디오폰도,04:27:32,
3024,M,메디오폰도,05:09:30,
3025,M,메디오폰도,03:53:59,
3027,M,메디오폰도,04:32:45,
3029,F,메디오폰도,04:51:15,
3030,M,메디오폰도,04:31:06,
3033,M,메디오폰도,03:34:16,
3035,M,메디오폰도,05:07:06,
3036,M,메디오폰도,04:45:59,
3037,M,메디오폰도,04:15:53,
3039,F,메디오폰도,04:27:25,
3040,M,메디오폰도,04:15:24,
3041,M,메디오폰도,04:04:25,
3042,M,메디오폰도,,DNF
3043,M,메디오폰도,04:58:54,
3045,M,메디오폰도,04:00:25,
3046,M,메디오폰도,04:35:01,
3047,M,메디오폰도,03:30:30,
3048,M,메디오폰도,04:29:03,
3049,M,메디오폰도,04:35:26,
3050,M,메디오폰도,04:29:51,
3052,M,메디오폰도,04:05:19,
3054,F,메디오폰도,04:33:15,
3055,M,메디오폰도,05:31:05,
3056,M,메디오폰도,04:30:05,
3057,M,메디오폰도,03:10:59,
3058,M,메디오폰도,04:24:24,
3059,M,메디오폰도,03:54:55,
3060,F,메디오폰도,05:11:15,
3061,M,메디오폰도,03:50:33,
3064,M,메디오폰도,04:19:14,
3065,M,메디오폰도,04:43:59,
3066,M,메디오폰도,,DNF
3069,F,메디오폰도,04:11:55,
3071,M,메디오폰도,04:41:39,
3072,M,메디오폰도,04:02:00,
3073,F,메디오폰도,03:38:59,
3077,F,메디오폰도,06:01:26,
3079,M,메디오폰도,04:32:54,
3081,M,메디오폰도,05:20:11,
3082,M,메디오폰도,04:38:40,
3083,M,메디오폰도,05:04:02,
3085,M,메디오폰도,04:02:56,
3086,M,메디오폰도,04:01:38,
3089,M,메디오폰도,03:48:52,
3090,M,메디오폰도,04:01:48,
3091,M,메디오폰도,04:46:20,
3093,M,메디오폰도,05:10:04,
3094,M,메디오폰도,04:54:58,
3095,M,메디오폰도,04:17:03,
3098,F,메디오폰도,03:04:18,
3099,M,메디오폰도,03:56:32,
3101,M,메디오폰도,06:41:02,
3102,M,메디오폰도,04:42:33,
3103,M,메디오폰도,04:21:00,
3104,F,메디오폰도,05:06:28,
3105,M,메디오폰도,05:25:42,
3106,M,메디오폰도,04:46:45,
3108,M,메디오폰도,05:03:05,
3109,M,메디오폰도,05:28:18,
3111,M,메디오폰도,04:27:41,
3112,M,메디오폰도,04:45:19,
3114,M,메디오폰도,03:51:29,
3118,F,메디오폰도,04:49:49,
3121,M,메디오폰도,04:37:01,
3122,F,메디오폰도,05:52:25,
3123,M,메디오폰도,04:14:16,
3124,M,메디오폰도,03:45:19,
3125,M,메디오폰도,03:39:50,
3128,M,메디오폰도,05:48:17,
3130,F,메디오폰도,04:32:05,
3131,M,메디오폰도,03:42:50,
3133,M,메디오폰도,04:42:06,
3134,M,메디오폰도,06:11:57,
3135,M,메디오폰도,04:19:26,
3136,M,메디오폰도,04:13:54,
3137,M,메디오폰도,04:33:22,
3139,M,메디오폰도,04:58:26,
3140,M,메디오폰도,04:44:21,
3143,M,메디오폰도,04:07:47,
3144,M,메디오폰도,,DNF
3146,M,메디오폰도,06:20:17,
3147,M,메디오폰도,04:43:03,
3148,M,메디오폰도,04:33:08,
3149,M,메디오폰도,02:54:50,
3151,M,메디오폰도,04:31:40,
3154,M,메디오폰도,,DNF
3155,M,메디오폰도,04:00:32,
3156,M,메디오폰도,,DNF
3157,M,메디오폰도,04:17:22,
3158,M,메디오폰도,04:06:24,
3159,M,메디오폰도,05:02:21,
3160,M,메디오폰도,05:16:44,
3161,M,메디오폰도,04:51:41,
3162,M,메디오폰도,04:03:50,
3163,M,메디오폰도,04:42:37,
3164,M,메디오폰도,04:09:36,
3165,M,메디오폰도,04:18:37,
3166,M,메디오폰도,03:59:39,
3170,M,메디오폰도,04:43:30,
3171,M,메디오폰도,05:03:47,
3172,M,메디오폰도,04:09:28,
3173,M,메디오폰도,03:59:26,
3174,F,메디오폰도,,DNF
3175,M,메디오폰도,03:37:59,
3176,M,메디오폰도,04:29:30,
3178,M,메디오폰도,04:27:47,
3181,M,메디오폰도,05:03:43,
3182,M,메디오폰도,02:54:28,
3183,M,메디오폰도,04:31:22,
3184,F,메디오폰도,05:32:28,
3185,M,메디오폰도,04:01:16,
3187,M,메디오폰도,03:44:18,
3188,M,메디오폰도,05:10:05,
3189,M,메디오폰도,04:17:55,
3190,M,메디오폰도,04:24:40,
3191,M,메디오폰도,03:35:26,
3192,M,메디오폰도,03:54:57,
3194,M,메디오폰도,,DNF
3195,M,메디오폰도,03:43:36,
3197,M,메디오폰도,03:59:23,
3201,M,메디오폰도,04:29:12,
3202,M,메디오폰도,04:30:40,
3205,F,메디오폰도,,DNF
3208,M,메디오폰도,03:55:13,
3209,M,메디오폰도,05:31:34,
3210,M,메디오폰도,,DNF
3211,M,메디오폰도,04:17:08,
3212,M,메디오폰도,05:20:06,
3214,M,메디오폰도,04:05:11,
3215,M,메디오폰도,05:20:54,
3218,M,메디오폰도,05:10:00,
3226,M,메디오폰도,05:30:07,
3227,M,메디오폰도,05:30:10,
3228,M,메디오폰도,04:43:21,
3229,M,메디오폰도,05:07:55,
3230,M,메디오폰도,03:43:03,
3231,M,메디오폰도,04:12:28,
3233,M,메디오폰도,04:12:18,
3236,M,메디오폰도,04:33:56,
3237,M,메디오폰도,05:14:44,
3238,M,메디오폰도,04:20:48,
3240,M,메디오폰도,04:36:13,
3241,M,메디오폰도,05:01:52,
3242,M,메디오폰도,05:51:17,
3245,M,메디오폰도,04:59:40,
3246,M,메디오폰도,05:28:12,
3249,M,메디오폰도,05:17:22,
3250,M,메디오폰도,04:35:44,
3251,M,메디오폰도,03:45:23,
3252,M,메디오폰도,03:17:54,
3254,M,메디오폰도,04:02:21,
3256,M,메디오폰도,03:37:35,
3257,M,메디오폰도,03:51:41,
3258,M,메디오폰도,04:15:16,
3259,M,메디오폰도,05:14:43,
3260,M,메디오폰도,04:05:04,
3261,M,메디오폰도,04:17:05,
3262,M,메디오폰도,04:51:43,
3263,M,메디오폰도,04:16:58,
3264,M,메디오폰도,03:53:19,
3265,M,메디오폰도,05:00:57,
3266,M,메디오폰도,04:29:08,
3267,M,메디오폰도,04:19:03,
3268,M,메디오폰도,04:06:25,
3269,M,메디오폰도,05:03:16,
3274,F,메디오폰도,04:30:58,
3275,M,메디오폰도,04:12:48,
3276,M,메디오폰도,03:45:23,
3278,M,메디오폰도,04:49:57,
3279,M,메디오폰도,04:22:14,
3280,M,메디오폰도,05:22:41,
3282,M,메디오폰도,05:08:32,
3283,M,메디오폰도,04:08:12,
3284,M,메디오폰도,,DNF
3285,M,메디오폰도,05:44:49,
3286,M,메디오폰도,03:53:00,
3287,M,메디오폰도,05:59:20,
3288,M,메디오폰도,04:16:58,
3289,M,메디오폰도,04:32:34,
3290,M,메디오폰도,04:28:28,
3291,M,메디오폰도,03:45:31,
3293,M,메디오폰도,03:49:24,
3294,M,메디오폰도,04:14:37,
3295,M,메디오폰도,05:14:41,
3296,M,메디오폰도,05:07:52,
3297,M,메디오폰도,05:18:26,
3298,M,메디오폰도,04:13:58,
3302,M,메디오폰도,04:05:24,
3303,M,메디오폰도,05:05:22,
3305,F,메디오폰도,04:12:19,
3308,M,메디오폰도,04:35:06,
3309,M,메디오폰도,04:03:47,
3310,M,메디오폰도,04:59:39,
3311,M,메디오폰도,04:29:12,
3312,M,메디오폰도,05:25:08,
3313,M,메디오폰도,05:11:15,
3314,M,메디오폰도,03:56:37,
3315,M,메디오폰도,03:40:55,
3317,M,메디오폰도,05:13:58,
3318,M,메디오폰도,04:48:21,
3320,F,메디오폰도,04:12:32,
3322,M,메디오폰도,05:19:40,
3324,F,메디오폰도,04:32:45,
3325,M,메디오폰도,04:04:28,
3328,M,메디오폰도,04:12:11,
3329,M,메디오폰도,04:54:03,
3330,F,메디오폰도,04:04:50,
3331,M,메디오폰도,04:31:06,
3332,M,메디오폰도,05:21:02,
3334,M,메디오폰도,04:02:30,
3336,M,메디오폰도,03:50:19,
3337,M,메디오폰도,05:15:53,
3338,M,메디오폰도,05:06:21,
3339,M,메디오폰도,04:20:36,
3340,M,메디오폰도,04:33:12,
3341,M,메디오폰도,04:05:15,
3342,M,메디오폰도,03:51:12,
3343,M,메디오폰도,03:33:21,
3344,M,메디오폰도,03:36:41,
3347,M,메디오폰도,05:04:30,
3348,M,메디오폰도,04:46:01,
3349,M,메디오폰도,04:03:17,
3351,M,메디오폰도,04:35:55,
3352,M,메디오폰도,04:58:42,
3353,M,메디오폰도,04:45:06,
3355,M,메디오폰도,03:53:45,
3357,M,메디오폰도,04:04:49,
3358,M,메디오폰도,04:00:15,
3359,M,메디오폰도,04:40:03,
3361,M,메디오폰도,04:28:27,
3362,M,메디오폰도,04:03:00,
3363,M,메디오폰도,05:15:53,
3364,M,메디오폰도,04:03:57,
3365,M,메디오폰도,04:07:58,
3367,F,메디오폰도,04:13:51,
3368,M,메디오폰도,03:50:28,
3369,F,메디오폰도,04:43:03,
3372,M,메디오폰도,,DNF
3374,M,메디오폰도,04:28:17,
3376,M,메디오폰도,04:51:00,
4000,M,그란폰도,04:24:18,
4001,M,그란폰도,04:38:42,
4002,M,그란폰도,04:20:46,
4005,M,그란폰도,05:08:07,
4006,M,그란폰도,04:26:43,
4007,M,그란폰도,04:12:24,
4008,M,그란폰도,04:20:43,
4010,M,그란폰도,04:20:42,
4011,M,그란폰도,04:02:05,
4012,M,그란폰도,04:20:52,
4013,M,그란폰도,04:20:58,
4014,M,그란폰도,04:26:10,
4019,M,그란폰도,06:02:01,
4020,M,그란폰도,06:01:58,
4021,M,그란폰도,06:02:08,
4022,M,그란폰도,06:02:02,
4023,M,그란폰도,04:02:22,
4025,M,그란폰도,04:20:25,
4027,M,메디오폰도,04:26:36,
4028,F,그란폰도,05:55:16,
4029,M,그란폰도,05:04:36,
4030,M,그란폰도,05:20:25,
4031,M,그란폰도,05:40:57,
4032,M,그란폰도,04:55:43,
4033,M,그란폰도,05:36:36,
4035,F,그란폰도,05:55:00,
4037,M,메디오폰도,03:47:31,
4038,M,메디오폰도,03:46:16,
4039,M,메디오폰도,03:46:12,
4040,M,메디오폰도,03:53:14,
4041,M,그란폰도,04:30:12,
4042,F,그란폰도,04:40:56,
4043,M,그란폰도,04:29:27,
4044,M,그란폰도,04:41:20,
4045,M,그란폰도,04:40:34,
4046,M,그란폰도,04:29:15,
4047,M,그란폰도,04:31:55,
4048,M,그란폰도,04:29:21,
4049,M,그란폰도,04:40:59,
4050,F,그란폰도,04:37:10,
4051,M,그란폰도,04:29:59,
4052,F,그란폰도,04:54:34,
4053,F,그란폰도,04:54:30,
4054,M,그란폰도,04:54:28,
4055,M,그란폰도,04:18:51,
4057,M,그란폰도,05:25:55,
4058,F,메디오폰도,04:04:13,
4059,F,그란폰도,05:26:01,
4060,M,그란폰도,05:26:08,
4061,M,그란폰도,05:25:58,
4062,M,그란폰도,,DNF
4063,M,그란폰도,05:26:08,
4064,M,메디오폰도,04:04:11,
4068,M,그란폰도,05:25:57,
4069,M,메디오폰도,04:03:55,
4071,M,그란폰도,05:26:33,
4073,M,메디오폰도,04:09:43,
4074,M,메디오폰도,04:29:21,
4075,M,메디오폰도,03:57:08,
4077,M,그란폰도,06:48:17,
4078,M,그란폰도,,DNF
4080,M,그란폰도,07:15:04,
4081,M,메디오폰도,04:29:41,
4083,F,그란폰도,05:29:44,
4084,M,그란폰도,05:29:36,
4085,M,그란폰도,05:29:30,
4086,M,그란폰도,05:55:13,
4089,M,그란폰도,05:29:31,
4090,F,그란폰도,05:29:36,
4092,F,그란폰도,04:47:36,
4093,M,그란폰도,04:52:37,
4094,M,그란폰도,,DNF
4095,M,그란폰도,05:22:54,
4096,M,메디오폰도,04:16:10,
4097,M,메디오폰도,04:10:24,
4098,M,메디오폰도,04:10:09,
4104,M,그란폰도,04:32:25,
4106,F,메디오폰도,04:28:43,
4107,M,그란폰도,,DNF
4108,M,메디오폰도,04:39:12,
4109,M,그란폰도,,DNF
4110,M,메디오폰도,04:41:53,
4111,F,메디오폰도,04:42:01,
4112,M,메디오폰도,04:41:29,
4113,M,그란폰도,,DNF
